QKEY,weight,uses_facebook,uses_x,uses_instagram,uses_tiktok,news_facebook,news_x,news_instagram,news_tiktok,fb_why_news,fb_why_entertain,fb_why_social,fb_why_opinion,fb_why_products,fb_why_interests,fb_why_family,tt_why_news,tt_why_entertain,tt_why_social,tt_why_opinion,tt_why_products,tt_why_interests,tt_why_family,fb_pol_content,tt_pol_content,fb_pol_lean,tt_pol_lean,age_group,gender,education,race_ethnicity,party,ideology,income
202201015326,0.42729076515349074,Yes,No,Yes,No,No,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,30-49,Female,High school graduate,Black non-Hispanic,Democrat,Moderate,6
202201015417,2.032463024479511,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,NA,Yes,Some,Some,Doesn't lean either way,Mostly liberal,18-29,Male,Some college,Hispanic,Republican,Moderate,2
202201015430,0.30208226811103067,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Female,Less than high school,White non-Hispanic,Democrat,Liberal,2
202201015489,0.4617490449217367,Yes,No,No,No,Yes,NA,NA,NA,No,No,NA,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,30-49,Female,High school graduate,Other,Democrat,Moderate,4
202201015548,0.6076385019781666,Yes,No,Yes,Yes,Yes,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,Yes,Yes,No,Yes,Some,A little,Not sure,Not sure,30-49,Female,Some college,Black non-Hispanic,Independent,Conservative,1
202201015580,0.4038280480979747,No,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,NA,NA,Some,NA,Doesn't lean either way,30-49,Male,High school graduate,Black non-Hispanic,Something else,Liberal,1
202201015581,0.6081842925362057,No,Yes,Yes,No,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Less than high school,Black non-Hispanic,Independent,Moderate,1
202201015598,1.0331117989025145,Yes,Yes,No,No,Yes,Yes,NA,NA,No,No,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Male,Some college,Black non-Hispanic,Democrat,Conservative,1
202201015600,0.30448136304886697,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,Some college,Black non-Hispanic,Independent,Very conservative,1
202201015638,0.6529588758670843,No,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,Yes,Yes,NA,NA,Some,NA,Not sure,30-49,Female,High school graduate,White non-Hispanic,Something else,Moderate,7
202201015675,1.5605649158175514,Yes,No,Yes,Yes,No,NA,No,Yes,NA,NA,NA,NA,Yes,NA,NA,No,Yes,No,Yes,No,Yes,Yes,A little,Some,Mostly liberal,Doesn't lean either way,18-29,Female,High school graduate,Black non-Hispanic,Democrat,Liberal,3
202201015682,0.7486416097279222,Yes,Yes,Yes,Yes,No,No,Yes,Yes,NA,NA,NA,No,NA,NA,Yes,No,NA,NA,Yes,No,No,NA,A little,A little,Not sure,Not sure,30-49,Female,Some college,Hispanic,Democrat,Moderate,3
202201015699,0.7981130710958991,No,Yes,Yes,Yes,NA,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,Yes,Yes,NA,Most,NA,Doesn't lean either way,18-29,Female,High school graduate,Hispanic,Democrat,Liberal,4
202201015746,0.3380716050933135,Yes,No,Yes,Yes,No,NA,No,Yes,No,No,NA,NA,Yes,No,NA,Yes,Yes,No,Yes,NA,Yes,Yes,Some,Most,Doesn't lean either way,Doesn't lean either way,30-49,NA,High school graduate,Hispanic,Something else,Very liberal,7
202201015776,0.8070954330472871,Yes,No,No,No,Yes,NA,NA,NA,No,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,30-49,Male,High school graduate,Hispanic,Independent,Moderate,2
202201015777,0.40857300156178095,Yes,Yes,Yes,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Some,NA,Not sure,65+,Female,Less than high school,Hispanic,Democrat,Very liberal,9
202201015874,0.7848415036997995,Yes,No,Yes,No,No,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly conservative,NA,30-49,Male,Less than high school,White non-Hispanic,Independent,Moderate,9
202201015924,0.286786810460222,No,No,No,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,No,Yes,NA,Yes,NA,NA,Some,NA,Mostly liberal,30-49,Female,Less than high school,Black non-Hispanic,Democrat,Very liberal,8
202201015930,0.35976009611205234,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,18-29,Female,Less than high school,Black non-Hispanic,Independent,Moderate,6
202201015949,0.5052803116496358,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Female,High school graduate,White non-Hispanic,Independent,Moderate,1
202201015980,6.098010912123258,No,No,Yes,No,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-29,Female,Some college,Asian non-Hispanic,Democrat,Liberal,1
202201015996,0.40087826699039847,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Female,Some college,Black non-Hispanic,Democrat,Liberal,1
202201016046,0.8711589473789477,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,No,Yes,No,NA,A little,NA,Mostly conservative,30-49,Female,Some college,Black non-Hispanic,Democrat,Very liberal,1
202201016125,0.8553704532237797,No,No,Yes,No,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-29,Female,High school graduate,Hispanic,Democrat,Very liberal,3
202201016126,0.46315117284182944,Yes,Yes,Yes,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,NA,NA,A little,NA,Not sure,50-64,Female,Less than high school,Black non-Hispanic,Democrat,Moderate,1
202201016231,0.5709434109991274,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Democrat,Liberal,5
202201016258,0.4351956757948165,Yes,No,No,No,Yes,NA,NA,NA,Yes,Yes,Yes,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,50-64,Female,High school graduate,Black non-Hispanic,Democrat,Moderate,9
202201016309,1.0189967458104592,No,Yes,Yes,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-29,Male,High school graduate,Hispanic,Democrat,Liberal,4
202201016353,1.4926441388457614,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-29,Male,Less than high school,Black non-Hispanic,Democrat,Very liberal,1
202201016355,0.20656323586384256,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,No,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,No,Some,Some,Mostly conservative,Mostly liberal,65+,Female,High school graduate,White non-Hispanic,Republican,Conservative,5
202201016495,0.09522350056308636,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Male,Less than high school,Black non-Hispanic,Democrat,Liberal,1
202201016550,0.9060124805945045,Yes,Yes,Yes,No,Yes,No,No,NA,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,30-49,Male,High school graduate,White non-Hispanic,Republican,Conservative,3
202201016574,1.4025655920025173,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most,NA,Mostly conservative,NA,30-49,Male,NA,NA,Independent,Conservative,7
202201016642,1.0407698075000489,Yes,Yes,Yes,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Yes,No,No,Yes,NA,Some,NA,Not sure,30-49,Female,Less than high school,White non-Hispanic,Republican,Moderate,NA
202201016686,0.26267137151953135,Yes,Yes,No,No,Yes,No,NA,NA,No,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Male,Less than high school,Black non-Hispanic,Independent,Moderate,7
202201016779,1.120853774554294,Yes,No,Yes,No,Yes,NA,Yes,NA,No,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,18-29,Female,High school graduate,Hispanic,Something else,Very liberal,1
202201016780,0.09522350056308636,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Male,Less than high school,Black non-Hispanic,Independent,Moderate,NA
202201016800,0.8847684467337806,Yes,No,Yes,Yes,Yes,NA,No,Yes,Yes,NA,NA,No,Yes,No,NA,Yes,NA,NA,Yes,Yes,No,No,None at all,None at all,NA,NA,30-49,Female,Some college,White non-Hispanic,Republican,Liberal,3
202201016860,0.7141579812474509,Yes,No,Yes,Yes,Yes,NA,Yes,No,Yes,No,NA,Yes,Yes,Yes,NA,No,Yes,NA,Yes,No,Yes,Yes,Some,Some,Doesn't lean either way,Doesn't lean either way,18-29,Female,Less than high school,Black non-Hispanic,Democrat,Moderate,7
202201016969,0.30148600658871083,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,65+,Male,Less than high school,White non-Hispanic,Democrat,Liberal,8
202201017043,0.20656323586384256,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,High school graduate,Other,Democrat,Very liberal,3
202201017057,0.7820323387663799,Yes,No,Yes,Yes,Yes,NA,No,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,Yes,Yes,NA,No,No,A little,None at all,Mostly conservative,NA,30-49,Female,High school graduate,White non-Hispanic,Something else,Conservative,8
202201017194,0.25280372748675095,Yes,No,No,No,No,NA,NA,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Male,High school graduate,Black non-Hispanic,Democrat,Moderate,1
202201017277,0.16307043981421687,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,30-49,Male,High school graduate,Hispanic,Democrat,Liberal,6
202201017296,0.5969827265583632,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,High school graduate,White non-Hispanic,Democrat,Moderate,3
202201017323,0.2927269377987136,Yes,No,Yes,No,No,NA,No,NA,NA,Yes,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,65+,Female,High school graduate,Other,Democrat,Moderate,4
202201017329,0.43411232416328743,Yes,No,Yes,No,Yes,NA,No,NA,Yes,NA,NA,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,30-49,Female,Some college,Hispanic,Democrat,Liberal,1
202201017410,0.4772563650776172,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,30-49,Female,Less than high school,Black non-Hispanic,Democrat,Liberal,4
202201017429,0.6504651430106638,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Female,Less than high school,White non-Hispanic,Something else,Very liberal,2
202201017448,0.14608863960991603,Yes,No,Yes,No,No,NA,No,NA,No,No,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,65+,Male,Less than high school,Black non-Hispanic,Democrat,Very liberal,9
202201017486,0.918100811806282,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Female,Less than high school,White non-Hispanic,Democrat,Moderate,9
202201017534,0.3978290523454384,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Female,Less than high school,White non-Hispanic,Democrat,NA,8
202201017543,0.8551558183030018,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,No,NA,NA,NA,Some,NA,Not sure,30-49,Male,Less than high school,Asian non-Hispanic,Independent,Liberal,4
202201017548,4.871332981139577,Yes,Yes,Yes,No,No,Yes,Yes,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,18-29,Male,High school graduate,Other,Something else,Very conservative,NA
202201017702,0.47638861609925826,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,50-64,Female,Less than high school,Black non-Hispanic,Democrat,Liberal,6
202201017774,0.2117760998098983,No,Yes,Yes,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,Black non-Hispanic,Something else,Liberal,NA
202201017775,0.5578436833136049,Yes,No,Yes,Yes,Yes,NA,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Some,Some,Doesn't lean either way,Doesn't lean either way,30-49,Female,High school graduate,Hispanic,Republican,Moderate,3
202201017777,0.6836559166706047,Yes,No,Yes,Yes,Yes,NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,No,No,NA,NA,NA,Some,Some,Not sure,Not sure,30-49,Male,Some college,Black non-Hispanic,Democrat,Moderate,1
202201017806,2.8348905711139265,Yes,No,Yes,No,Yes,NA,No,NA,No,No,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Male,Some college,Black non-Hispanic,Independent,Very conservative,3
202201017812,1.7517219676586802,No,No,Yes,Yes,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,No,Yes,No,Yes,Yes,NA,A little,NA,Mostly liberal,18-29,Female,High school graduate,Black non-Hispanic,Something else,Moderate,4
202201017836,2.0668037417244025,Yes,Yes,Yes,No,No,No,Yes,NA,NA,NA,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,18-29,Female,High school graduate,White non-Hispanic,Republican,Moderate,5
202201017840,0.6178338786448958,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Democrat,Very liberal,5
202201017847,0.818519325237564,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,30-49,Female,Less than high school,White non-Hispanic,Democrat,Liberal,9
202201017861,0.6766037526816602,Yes,No,Yes,Yes,Yes,NA,No,No,Yes,NA,No,Yes,Yes,Yes,No,NA,NA,No,Yes,NA,Yes,No,Some,Some,Not sure,Doesn't lean either way,30-49,Female,Some college,White non-Hispanic,Independent,Moderate,8
202201017900,0.16538363803043143,Yes,No,Yes,Yes,No,NA,No,No,NA,NA,NA,No,No,Yes,NA,No,No,NA,No,No,NA,NA,A little,Some,Not sure,Not sure,50-64,Male,Less than high school,Black non-Hispanic,Independent,Moderate,NA
202201017943,0.4609327860153603,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Male,High school graduate,White non-Hispanic,Independent,Conservative,9
202201017956,0.3648170697894007,No,Yes,Yes,No,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Female,Less than high school,Black non-Hispanic,Independent,Conservative,8
202201018009,0.5761627845558024,Yes,Yes,Yes,No,Yes,Yes,No,NA,No,NA,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,30-49,Male,Less than high school,White non-Hispanic,Republican,Moderate,9
202201018046,0.3679747997554433,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,Some,NA,Not sure,50-64,Female,Less than high school,Black non-Hispanic,Democrat,Moderate,1
202201018158,0.21102572534325617,No,No,Yes,No,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Female,Less than high school,Hispanic,Something else,Moderate,1
202201018258,0.449907267723943,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,65+,Male,Less than high school,White non-Hispanic,Democrat,Very liberal,9
202201018277,0.4816022659006871,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,High school graduate,White non-Hispanic,Independent,Very conservative,9
202201018333,4.425689755140398,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,NA,No,Yes,Yes,Yes,NA,No,No,Some,Some,Mostly conservative,Mostly liberal,30-49,Male,Some college,Hispanic,Independent,Liberal,4
202201018415,0.23642550482363917,Yes,No,Yes,Yes,Yes,NA,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Some,Some,Doesn't lean either way,Doesn't lean either way,30-49,Female,High school graduate,Black non-Hispanic,Democrat,Moderate,1
202201018444,2.2850315256643805,Yes,No,Yes,Yes,Yes,NA,No,No,No,NA,NA,No,Yes,NA,No,NA,NA,NA,Yes,NA,No,No,Some,Some,Not sure,Doesn't lean either way,30-49,Female,Some college,Black non-Hispanic,Democrat,Liberal,1
202201018446,0.8095238940888223,No,Yes,Yes,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,High school graduate,White non-Hispanic,Independent,Moderate,9
202201018450,0.29650963324208884,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Some,NA,Not sure,30-49,Female,High school graduate,Black non-Hispanic,Something else,Very liberal,9
202201018530,0.7659841207476571,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,Some college,Black non-Hispanic,Democrat,Moderate,2
202201018794,0.6136374568520286,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,30-49,Male,Less than high school,White non-Hispanic,Independent,Moderate,8
202201018927,0.2924222071128796,Yes,Yes,Yes,Yes,No,No,Yes,Yes,NA,No,No,No,Yes,No,NA,No,No,Yes,Yes,No,Yes,Yes,Some,A little,Mostly liberal,Mostly liberal,30-49,Male,Less than high school,Black non-Hispanic,Democrat,Liberal,9
202201018953,0.3859276245193202,Yes,No,Yes,No,Yes,NA,No,NA,No,No,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Most,NA,Mostly liberal,NA,30-49,Female,Some college,White non-Hispanic,Something else,Very conservative,5
202201019005,0.2700433819187989,Yes,Yes,Yes,No,No,Yes,Yes,NA,NA,NA,NA,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,30-49,Male,High school graduate,Black non-Hispanic,Democrat,Liberal,4
202201019016,1.4965427302056844,Yes,Yes,No,No,No,No,NA,NA,NA,NA,No,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,18-29,Male,High school graduate,Hispanic,Independent,Conservative,1
202201019057,0.3936338129151178,Yes,No,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,A little,None at all,Mostly conservative,NA,30-49,Female,High school graduate,Black non-Hispanic,Democrat,Moderate,1
202201019087,0.32633798092417704,Yes,No,Yes,No,No,NA,NA,NA,Yes,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Female,Some college,Black non-Hispanic,Democrat,Very liberal,1
202201019176,0.35699985558238234,Yes,Yes,Yes,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,No,Yes,Yes,NA,A little,NA,Doesn't lean either way,50-64,Female,Some college,Black non-Hispanic,Democrat,Moderate,3
202201019208,0.3640558657707745,No,No,Yes,No,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Less than high school,Black non-Hispanic,Independent,Very liberal,5
202201019223,1.767425990429272,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,Some college,White non-Hispanic,Something else,Very conservative,7
202201019362,0.4442262619839667,Yes,No,Yes,No,Yes,NA,Yes,NA,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,30-49,Female,High school graduate,Hispanic,Democrat,Moderate,6
202201019368,1.628598275684681,No,No,No,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,A little,NA,Doesn't lean either way,30-49,Female,High school graduate,Black non-Hispanic,Independent,Liberal,1
202201019414,0.29220535037536516,Yes,Yes,Yes,Yes,Yes,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,NA,Yes,Yes,NA,A little,NA,Doesn't lean either way,30-49,Female,High school graduate,Black non-Hispanic,Something else,Liberal,2
202201019474,0.613815750250128,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,65+,Female,High school graduate,White non-Hispanic,Republican,Conservative,7
202201019542,1.37007289802637,Yes,Yes,No,No,No,Yes,NA,NA,No,No,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Moderate,5
202201019585,5.326515990547248,No,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,Yes,Yes,Yes,NA,Some,NA,Doesn't lean either way,18-29,Male,Some college,Black non-Hispanic,Independent,NA,NA
202201019587,4.982816045215379,Yes,Yes,Yes,No,No,Yes,Yes,NA,NA,No,No,No,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly conservative,NA,18-29,Male,Less than high school,Black non-Hispanic,Independent,Conservative,3
202201019591,0.24273384077983215,Yes,Yes,Yes,No,No,No,No,NA,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Male,Less than high school,Black non-Hispanic,Something else,Moderate,1
202201019623,0.6950676342935637,No,No,Yes,Yes,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,A little,NA,Doesn't lean either way,30-49,Male,Some college,Black non-Hispanic,Democrat,Moderate,3
202201019669,0.3167495189476729,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,50-64,Male,Less than high school,Black non-Hispanic,Independent,Moderate,7
202201019690,0.2755985830644247,No,Yes,Yes,Yes,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,Yes,No,Yes,Yes,NA,Some,NA,Doesn't lean either way,18-29,Female,Less than high school,Black non-Hispanic,Democrat,Liberal,1
202201019721,0.3420334183895752,Yes,No,Yes,No,No,NA,No,NA,No,NA,NA,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,30-49,Female,Less than high school,Black non-Hispanic,Something else,Conservative,NA
202201019836,0.5987029975963625,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,High school graduate,White non-Hispanic,Republican,Very conservative,3
202201019851,2.2707731900405936,Yes,Yes,Yes,Yes,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,No,Yes,NA,NA,NA,NA,A little,NA,Doesn't lean either way,18-29,Male,Less than high school,White non-Hispanic,Republican,Conservative,4
202201019878,0.35921810729951204,Yes,Yes,Yes,No,No,No,No,NA,No,No,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Male,Less than high school,Black non-Hispanic,Democrat,Moderate,9
202201019905,0.34930456406926624,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,65+,Female,High school graduate,White non-Hispanic,Independent,Very conservative,1
202201019946,0.378037122916304,Yes,No,Yes,No,Yes,NA,Yes,NA,No,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,50-64,Female,Less than high school,Black non-Hispanic,Democrat,Liberal,5
202201019973,0.401908262480445,Yes,No,Yes,Yes,Yes,NA,No,No,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Some,None at all,Mostly conservative,NA,50-64,Female,High school graduate,Black non-Hispanic,Democrat,Very liberal,7
